"Case","No","Task","CC1","GN1","NS1","BU1","FA1","LD1","BZ1","FC1","FP1","RP1","PP1","KA1","SC1","TS1","NV1","MA1","LB1","AF1","HU1","Price1","CC2","GN2","NS2","BU2","FA2","LD2","BZ2","FC2","FP2","RP2","PP2","KA2","SC2","TS2","NV2","MA2","LB2","AF2","HU2","Price2","CC3","GN3","NS3","BU3","FA3","LD3","BZ3","FC3","FP3","RP3","PP3","KA3","SC3","TS3","NV3","MA3","LB3","AF3","HU3","Price3","CC4","GN4","NS4","BU4","FA4","LD4","BZ4","FC4","FP4","RP4","PP4","KA4","SC4","TS4","NV4","MA4","LB4","AF4","HU4","Price4","segmentFull.size.Pickup","segmentMidsize.Car","segmentMidsize.Luxury.Utility.segements","segmentMidsize.Utility","segmentPrestige.Luxury.Sedan","yearind","milesa","nighta","pparkDaily","pparkMonthly","pparkWeekly","pparkYearly","genderMale","agea","educCollege.Graduate..4.Years.","educGrade.School","educHigh.School","educPostgraduate.College","educSome.College..1.3.Years.","regionMW","regionNE","regionSE","regionSW","UrbRural.Country","UrbUrban.City","incomea","Choice"
114,2153,6,1,0,0,0,0,1,0,0,0,1,1,0,0,1,2,2,3,3,0,6,1,0,0,0,0,3,0,0,0,2,3,0,0,1,2,2,1,1,0,12,3,0,0,0,0,1,0,0,0,1,3,0,0,2,1,1,3,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,50,1,0,0,0,0,23,0,0,0,0,1,1,0,0,0,0,0,40000,3
114,2155,8,0,0,4,3,0,1,0,1,0,0,2,0,3,0,2,0,0,3,1,8,0,0,4,3,0,3,0,1,0,0,2,0,3,0,2,0,0,2,2,10,0,0,4,1,0,3,0,1,0,0,2,0,3,0,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,50,1,0,0,0,0,23,0,0,0,0,1,1,0,0,0,0,0,40000,3
114,2159,12,3,0,2,0,0,2,3,1,3,0,3,0,0,3,3,0,0,0,0,11,1,0,4,0,0,3,1,2,4,0,2,0,0,3,3,0,0,0,0,5,2,0,2,0,0,1,2,2,1,0,3,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,50,1,0,0,0,0,23,0,0,0,0,1,1,0,0,0,0,0,40000,3
114,2163,16,0,0,0,0,1,0,0,2,1,0,2,1,0,2,0,1,0,2,1,7,0,0,0,0,2,0,0,2,4,0,3,2,0,3,0,4,0,1,1,4,0,0,0,0,2,0,0,1,3,0,2,1,0,3,0,1,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,50,1,0,0,0,0,23,0,0,0,0,1,1,0,0,0,0,0,40000,3
115,2170,4,1,0,3,0,1,0,0,0,1,0,3,1,2,1,0,0,0,3,0,3,2,0,1,0,1,0,0,0,1,0,3,1,2,2,0,0,0,2,0,11,1,0,1,0,1,0,0,0,3,0,1,2,3,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,450,30,0,0,0,0,1,20,0,0,0,0,1,0,0,1,0,1,0,90000,1
115,2173,7,0,0,2,0,0,0,0,1,2,1,0,1,0,1,0,4,4,0,2,10,0,0,2,0,0,0,0,2,1,1,0,2,0,1,0,1,1,0,1,4,0,0,4,0,0,0,0,2,1,1,0,1,0,1,0,2,4,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,450,30,0,0,0,0,1,20,0,0,0,0,1,0,0,1,0,1,0,90000,2
115,2177,11,0,0,0,5,1,3,0,2,2,0,0,0,0,3,2,0,4,3,0,11,0,0,0,4,2,1,0,1,2,0,0,0,0,1,2,0,1,1,0,3,0,0,0,3,1,1,0,2,4,0,0,0,0,1,2,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,450,30,0,0,0,0,1,20,0,0,0,0,1,0,0,1,0,1,0,90000,2
115,2182,16,1,0,4,4,0,2,0,2,0,0,3,0,3,3,0,3,0,0,0,10,2,0,2,4,0,2,0,2,0,0,1,0,3,1,0,3,0,0,0,7,2,0,1,5,0,3,0,2,0,0,1,0,1,1,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,450,30,0,0,0,0,1,20,0,0,0,0,1,0,0,1,0,1,0,90000,2
115,2185,19,0,2,0,0,0,0,0,1,0,1,3,0,1,2,2,0,0,3,1,4,0,2,0,0,0,0,0,1,0,1,1,0,1,1,2,0,0,1,2,9,0,2,0,0,0,0,0,1,0,1,3,0,4,3,2,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,450,30,0,0,0,0,1,20,0,0,0,0,1,0,0,1,0,1,0,90000,1
116,2201,16,0,1,2,2,0,0,0,0,4,1,3,0,0,0,3,0,3,2,0,7,0,1,3,4,0,0,0,0,3,1,1,0,0,0,2,0,2,3,0,11,0,2,3,4,0,0,0,0,1,1,3,0,0,0,3,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100,50,0,0,1,0,0,50,0,1,0,0,0,0,0,1,0,0,1,25000,2
116,2204,19,2,1,0,0,0,0,2,2,0,0,3,2,0,0,0,0,2,3,2,10,2,2,0,0,0,0,1,2,0,0,3,2,0,0,0,0,3,1,1,3,3,1,0,0,0,0,3,2,0,0,1,1,0,0,0,0,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100,50,0,0,1,0,0,50,0,1,0,0,0,0,0,1,0,0,1,25000,1
117,2214,10,0,0,4,0,0,0,1,0,0,1,1,2,0,3,1,1,0,1,0,6,0,0,2,0,0,0,3,0,0,1,2,1,0,2,2,3,0,3,0,12,0,0,1,0,0,0,1,0,0,1,3,2,0,1,1,2,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,105,50,0,0,0,1,0,54,0,0,0,1,0,0,0,1,0,0,0,36000,4
118,2227,4,0,2,3,0,2,0,2,0,2,1,0,1,4,0,0,0,0,0,2,9,0,2,3,0,1,0,2,0,3,2,0,2,2,0,0,0,0,0,2,10,0,2,2,0,2,0,1,0,1,2,0,2,2,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,600,40,1,0,0,0,1,58,0,0,0,1,0,1,0,0,0,1,0,90000,2
118,2228,5,2,0,5,0,2,3,0,0,4,0,3,1,0,1,0,0,3,0,0,12,1,0,2,0,2,2,0,0,2,0,2,2,0,1,0,0,1,0,0,4,3,0,5,0,1,3,0,0,4,0,2,1,0,2,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,600,40,1,0,0,0,1,58,0,0,0,1,0,1,0,0,0,1,0,90000,2
118,2236,13,3,0,0,6,0,0,0,0,0,1,2,1,1,0,0,3,4,3,0,10,3,0,0,5,0,0,0,0,0,2,2,1,3,0,0,2,3,1,0,9,3,0,0,3,0,0,0,0,0,1,1,1,4,0,0,2,3,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,600,40,1,0,0,0,1,58,0,0,0,1,0,1,0,0,0,1,0,90000,2
118,2241,18,0,0,0,0,2,0,0,1,0,0,2,2,2,0,2,3,3,0,1,1,0,0,0,0,1,0,0,1,0,0,3,1,3,0,2,4,4,0,1,3,0,0,0,0,1,0,0,2,0,0,3,2,2,0,3,4,4,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,600,40,1,0,0,0,1,58,0,0,0,1,0,1,0,0,0,1,0,90000,2
119,2248,6,0,0,0,3,2,2,1,0,0,1,0,0,4,0,3,0,4,0,2,9,0,0,0,5,2,2,1,0,0,1,0,0,3,0,2,0,3,0,2,12,0,0,0,6,2,2,2,0,0,2,0,0,3,0,3,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,5,0,0,1,0,1,50,0,0,0,0,1,0,0,0,0,0,1,50000,1
119,2251,9,1,1,1,0,0,2,3,0,0,0,0,0,2,2,0,0,0,3,1,8,1,1,2,0,0,1,1,0,0,0,0,0,3,2,0,0,0,1,1,8,1,1,3,0,0,1,3,0,0,0,0,0,4,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,5,0,0,1,0,1,50,0,0,0,0,1,0,0,0,0,0,1,50000,1
119,2255,13,3,0,5,0,2,0,2,1,0,1,0,0,3,2,0,0,4,0,0,6,2,0,5,0,2,0,3,1,0,2,0,0,2,1,0,0,1,0,0,7,2,0,1,0,2,0,3,1,0,2,0,0,4,1,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,5,0,0,1,0,1,50,0,0,0,0,1,0,0,0,0,0,1,50000,1
119,2257,15,0,0,0,0,0,1,0,1,2,0,0,1,3,0,2,0,2,1,2,1,0,0,0,0,0,3,0,1,3,0,0,1,4,0,1,0,4,3,2,5,0,0,0,0,0,3,0,1,2,0,0,2,1,0,1,0,4,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,5,0,0,1,0,1,50,0,0,0,0,1,0,0,0,0,0,1,50000,2
119,2260,18,2,1,0,5,1,2,0,0,0,2,0,1,0,0,0,0,0,2,2,3,2,1,0,5,1,1,0,0,0,2,0,2,0,0,0,0,0,1,2,3,2,1,0,5,1,3,0,0,0,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,5,0,0,1,0,1,50,0,0,0,0,1,0,0,0,0,0,1,50000,1
120,2271,10,1,0,5,0,2,2,2,0,4,0,0,2,0,1,0,0,0,2,0,12,2,0,5,0,2,1,2,0,3,0,0,2,0,1,0,0,0,1,0,12,1,0,5,0,2,1,3,0,2,0,0,2,0,1,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,250,35,0,0,0,0,1,29,0,1,0,0,0,0,1,0,0,1,0,65000,3
120,2275,14,3,0,3,6,0,0,0,0,0,0,3,0,4,1,0,0,2,1,1,8,1,0,2,1,0,0,0,0,0,0,1,0,1,2,0,0,2,2,2,2,2,0,2,2,0,0,0,0,0,0,2,0,3,2,0,0,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,250,35,0,0,0,0,1,29,0,1,0,0,0,0,1,0,0,1,0,65000,3
120,2276,15,0,1,0,0,2,3,0,2,3,2,1,0,0,0,0,1,3,0,0,6,0,1,0,0,2,3,0,2,2,2,2,0,0,0,0,2,1,0,0,2,0,1,0,0,2,3,0,1,4,1,2,0,0,0,0,4,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,250,35,0,0,0,0,1,29,0,1,0,0,0,0,1,0,0,1,0,65000,4
120,2277,16,0,0,1,0,1,0,2,0,0,1,0,0,4,0,2,1,0,2,1,7,0,0,3,0,2,0,1,0,0,2,0,0,1,0,2,2,0,2,1,2,0,0,2,0,2,0,2,0,0,1,0,0,1,0,2,1,0,3,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,250,35,0,0,0,0,1,29,0,1,0,0,0,0,1,0,0,1,0,65000,2
122,2301,2,0,0,0,0,0,2,3,1,4,0,2,0,0,2,1,1,0,0,1,7,0,0,0,0,0,3,1,1,3,0,3,0,0,2,1,1,0,0,2,10,0,0,0,0,0,2,1,2,3,0,1,0,0,2,3,3,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,250,60,0,1,0,0,1,50,0,0,0,0,1,0,0,1,0,0,1,55000,2
122,2312,13,2,2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,4,3,2,5,3,1,2,0,0,0,2,0,4,0,0,0,0,2,0,0,3,2,1,4,1,1,5,0,0,0,2,0,4,0,0,0,0,1,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,250,60,0,1,0,0,1,50,0,0,0,0,1,0,0,1,0,0,1,55000,4
123,2320,2,1,0,4,0,1,0,3,1,2,1,0,0,2,0,0,0,0,0,2,10,3,0,2,0,1,0,2,1,1,2,0,0,1,0,0,0,0,0,2,4,1,0,5,0,2,0,3,2,2,1,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,250,50,1,0,0,0,1,33,1,0,0,0,0,0,0,0,0,1,0,110000,2
123,2327,9,3,2,0,0,2,1,0,0,0,2,0,2,1,3,0,0,0,2,0,3,3,2,0,0,1,3,0,0,0,1,0,1,2,1,0,0,0,2,0,2,1,1,0,0,1,2,0,0,0,2,0,1,3,2,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,250,50,1,0,0,0,1,33,1,0,0,0,0,0,0,0,0,1,0,110000,1
123,2329,11,3,1,0,0,2,0,3,0,1,0,3,0,0,0,2,1,4,0,0,2,1,1,0,0,2,0,3,0,4,0,3,0,0,0,3,2,2,0,0,5,2,1,0,0,2,0,3,0,3,0,3,0,0,0,2,2,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,250,50,1,0,0,0,1,33,1,0,0,0,0,0,0,0,0,1,0,110000,3
123,2330,12,2,0,1,3,0,0,0,1,3,0,0,0,2,2,0,0,1,3,0,3,2,0,2,1,0,0,0,1,2,0,0,0,2,1,0,0,4,1,0,9,3,0,1,5,0,0,0,2,3,0,0,0,2,1,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,250,50,1,0,0,0,1,33,1,0,0,0,0,0,0,0,0,1,0,110000,3
123,2331,13,0,1,0,0,0,2,0,2,0,2,0,1,0,0,1,4,0,1,1,6,0,2,0,0,0,1,0,1,0,1,0,1,0,0,2,4,0,3,1,3,0,1,0,0,0,1,0,2,0,1,0,2,0,0,3,1,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,250,50,1,0,0,0,1,33,1,0,0,0,0,0,0,0,0,1,0,110000,1
123,2333,15,0,0,0,5,2,0,1,0,4,0,0,2,4,3,0,4,4,0,0,2,0,0,0,5,1,0,2,0,2,0,0,2,3,3,0,3,1,0,0,2,0,0,0,3,1,0,3,0,3,0,0,1,1,2,0,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,250,50,1,0,0,0,1,33,1,0,0,0,0,0,0,0,0,1,0,110000,3
123,2335,17,3,2,0,0,0,0,2,2,0,1,0,0,0,3,0,1,1,0,1,10,2,2,0,0,0,0,2,1,0,2,0,0,0,1,0,2,1,0,1,2,3,1,0,0,0,0,2,1,0,1,0,0,0,2,0,1,3,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,250,50,1,0,0,0,1,33,1,0,0,0,0,0,0,0,0,1,0,110000,1
123,2336,18,0,2,5,1,0,0,0,0,3,2,3,0,0,2,0,2,0,1,0,3,0,2,1,4,0,0,0,0,3,1,1,0,0,2,0,4,0,2,0,6,0,1,2,1,0,0,0,0,4,1,2,0,0,2,0,2,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,250,50,1,0,0,0,1,33,1,0,0,0,0,0,0,0,0,1,0,110000,2
123,2337,19,3,0,0,0,2,3,0,2,0,0,0,2,4,0,3,0,3,0,2,7,3,0,0,0,1,1,0,2,0,0,0,2,3,0,1,0,3,0,2,5,2,0,0,0,2,1,0,2,0,0,0,2,1,0,2,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,250,50,1,0,0,0,1,33,1,0,0,0,0,0,0,0,0,1,0,110000,2
124,2349,12,0,1,3,3,0,2,0,1,0,0,3,0,0,1,0,2,0,0,2,1,0,1,2,6,0,1,0,1,0,0,2,0,0,3,0,4,0,0,1,9,0,1,3,2,0,1,0,1,0,0,1,0,0,2,0,1,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,67,67,0,0,1,0,1,34,0,0,1,0,0,0,1,0,0,0,1,67000,3
124,2355,18,2,1,0,0,0,0,0,1,2,1,2,0,0,0,2,0,0,2,2,5,1,1,0,0,0,0,0,1,4,1,3,0,0,0,1,0,0,3,1,12,2,2,0,0,0,0,0,2,4,1,3,0,0,0,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,67,67,0,0,1,0,1,34,0,0,1,0,0,0,1,0,0,0,1,67000,2
125,2358,2,0,0,3,0,0,0,1,0,3,0,0,2,0,1,3,4,0,2,2,2,0,0,2,0,0,0,1,0,3,0,0,2,0,2,3,4,0,2,1,9,0,0,3,0,0,0,3,0,1,0,0,1,0,1,2,3,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100,25,0,1,0,0,0,26,0,0,0,0,1,1,0,0,0,0,1,50000,1
125,2369,13,3,0,4,0,0,0,0,1,1,2,0,1,4,0,0,0,0,1,1,8,3,0,5,0,0,0,0,1,3,2,0,1,3,0,0,0,0,3,2,9,1,0,2,0,0,0,0,2,2,1,0,2,2,0,0,0,0,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100,25,0,1,0,0,0,26,0,0,0,0,1,1,0,0,0,0,1,50000,2
125,2371,15,3,0,1,5,0,0,0,0,1,2,1,0,0,0,3,1,4,0,0,1,1,0,1,6,0,0,0,0,3,1,1,0,0,0,2,1,3,0,0,3,3,0,5,4,0,0,0,0,3,1,2,0,0,0,3,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100,25,0,1,0,0,0,26,0,0,0,0,1,1,0,0,0,0,1,50000,3
125,2372,16,0,0,2,0,1,2,0,0,0,1,1,2,0,2,0,0,3,0,2,4,0,0,3,0,2,1,0,0,0,2,1,1,0,1,0,0,3,0,2,1,0,0,1,0,2,2,0,0,0,1,2,2,0,3,0,0,3,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100,25,0,1,0,0,0,26,0,0,0,0,1,1,0,0,0,0,1,50000,1
126,2376,1,3,2,0,0,1,1,0,1,0,0,1,0,4,2,0,0,4,0,0,6,2,1,0,0,2,1,0,2,0,0,2,0,1,2,0,0,3,0,0,5,2,1,0,0,1,2,0,1,0,0,3,0,2,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,15,0,0,0,1,0,28,0,0,0,0,1,0,0,0,1,1,0,33000,4
126,2385,10,0,0,0,0,2,0,2,0,4,1,3,0,4,0,1,0,1,0,2,3,0,0,0,0,2,0,3,0,3,1,1,0,2,0,2,0,2,0,1,3,0,0,0,0,2,0,3,0,2,1,1,0,1,0,1,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,15,0,0,0,1,0,28,0,0,0,0,1,0,0,0,1,1,0,33000,4
126,2387,12,1,0,1,0,0,3,0,0,0,1,0,2,4,0,3,0,3,3,0,11,1,0,2,0,0,2,0,0,0,1,0,2,2,0,1,0,1,3,0,2,1,0,5,0,0,2,0,0,0,1,0,1,3,0,2,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,15,0,0,0,1,0,28,0,0,0,0,1,0,0,0,1,1,0,33000,4
126,2388,13,0,2,0,2,2,2,1,0,0,0,0,1,1,3,0,2,0,0,0,10,0,2,0,3,2,1,2,0,0,0,0,2,2,1,0,4,0,0,0,4,0,1,0,2,1,3,1,0,0,0,0,1,3,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,15,0,0,0,1,0,28,0,0,0,0,1,0,0,0,1,1,0,33000,4
126,2390,15,3,1,4,0,2,3,1,0,0,0,1,0,0,0,0,0,0,2,1,10,1,2,5,0,1,1,2,0,0,0,3,0,0,0,0,0,0,3,2,10,3,2,1,0,1,1,3,0,0,0,3,0,0,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,15,0,0,0,1,0,28,0,0,0,0,1,0,0,0,1,1,0,33000,4
127,2396,2,0,2,0,0,0,1,3,0,0,1,3,0,3,0,2,1,0,1,0,5,0,1,0,0,0,1,2,0,0,1,2,0,1,0,1,2,0,1,0,6,0,2,0,0,0,1,1,0,0,2,2,0,4,0,3,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,250,20,0,1,0,0,1,34,0,0,0,0,1,1,0,0,0,0,1,50000,4
127,2407,13,0,1,5,0,0,1,0,0,0,0,2,1,0,1,3,4,0,0,1,2,0,1,4,0,0,2,0,0,0,0,2,1,0,3,1,3,0,0,2,4,0,2,5,0,0,2,0,0,0,0,3,2,0,3,1,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,250,20,0,1,0,0,1,34,0,0,0,0,1,1,0,0,0,0,1,50000,4
127,2412,18,0,2,4,0,0,1,0,0,3,1,0,1,0,3,0,0,3,2,0,9,0,2,5,0,0,3,0,0,3,2,0,1,0,2,0,0,3,1,0,6,0,2,1,0,0,2,0,0,1,1,0,2,0,3,0,0,2,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,250,20,0,1,0,0,1,34,0,0,0,0,1,1,0,0,0,0,1,50000,4
128,2424,11,3,1,5,2,1,3,3,0,2,1,0,0,0,0,0,0,0,0,0,12,3,1,4,6,1,1,3,0,2,1,0,0,0,0,0,0,0,0,0,7,3,1,2,1,1,3,2,0,3,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,25,20,0,0,0,0,0,47,0,0,0,0,1,0,0,1,0,0,0,65000,2
128,2425,12,0,0,0,3,1,3,0,1,0,0,1,0,0,0,0,4,1,1,2,3,0,0,0,2,2,2,0,1,0,0,1,0,0,0,0,2,3,3,1,4,0,0,0,3,2,2,0,2,0,0,2,0,0,0,0,2,2,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,25,20,0,0,0,0,0,47,0,0,0,0,1,0,0,1,0,0,0,65000,2
129,2436,4,1,2,0,6,0,0,2,0,2,1,0,2,0,0,0,1,0,3,0,2,1,2,0,2,0,0,3,0,4,2,0,2,0,0,0,4,0,1,0,11,3,1,0,3,0,0,3,0,2,1,0,2,0,0,0,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,250,25,0,0,1,0,1,51,1,0,0,0,0,0,0,0,0,0,0,50000,4
129,2438,6,0,1,1,2,0,3,0,0,0,0,0,0,0,2,2,1,4,1,0,11,0,1,5,1,0,2,0,0,0,0,0,0,0,3,2,4,3,3,0,10,0,2,5,6,0,1,0,0,0,0,0,0,0,2,2,4,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,250,25,0,0,1,0,1,51,1,0,0,0,0,0,0,0,0,0,0,50000,4
129,2441,9,1,0,2,5,0,0,0,2,0,0,0,0,4,0,3,2,3,1,0,8,1,0,2,2,0,0,0,1,0,0,0,0,2,0,1,2,4,1,0,6,1,0,5,2,0,0,0,1,0,0,0,0,1,0,1,4,3,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,250,25,0,0,1,0,1,51,1,0,0,0,0,0,0,0,0,0,0,50000,4
129,2448,16,2,0,2,2,0,0,0,2,2,0,0,2,0,0,1,0,3,0,2,8,1,0,4,5,0,0,0,2,1,0,0,1,0,0,2,0,1,0,1,9,2,0,2,5,0,0,0,1,4,0,0,1,0,0,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,250,25,0,0,1,0,1,51,1,0,0,0,0,0,0,0,0,0,0,50000,3
130,2453,2,0,0,0,0,0,3,0,2,2,0,0,1,4,0,3,1,3,3,0,10,0,0,0,0,0,1,0,2,2,0,0,1,4,0,1,4,1,2,0,2,0,0,0,0,0,3,0,1,2,0,0,2,4,0,2,3,3,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,25,10,0,1,0,0,0,60,0,0,0,0,1,0,0,0,0,0,1,55000,2
130,2460,9,0,1,0,4,0,3,2,0,3,0,3,1,0,0,2,0,3,0,0,7,0,2,0,3,0,1,2,0,2,0,3,2,0,0,3,0,4,0,0,7,0,1,0,2,0,1,2,0,2,0,3,2,0,0,1,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,25,10,0,1,0,0,0,60,0,0,0,0,1,0,0,0,0,0,1,55000,4
131,2474,4,1,0,1,2,2,1,1,0,1,0,3,0,2,0,0,0,0,0,0,3,2,0,5,3,1,3,3,0,1,0,1,0,1,0,0,0,0,0,0,2,3,0,1,2,2,1,1,0,1,0,1,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,30,25,1,0,0,0,1,51,1,0,0,0,0,0,1,0,0,0,0,1e+05,4
131,2476,6,0,0,0,0,2,1,2,1,0,2,3,0,0,1,0,3,1,0,0,5,0,0,0,0,1,3,1,1,0,2,2,0,0,2,0,2,3,0,0,6,0,0,0,0,1,1,3,1,0,2,2,0,0,2,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,30,25,1,0,0,0,1,51,1,0,0,0,0,0,1,0,0,0,0,1e+05,1
